date,store_id,store_name,region,product_id,product_name,category,units_sold,on_promotion,stockout_flag,unit_price_inr,revenue_inr
2024-02-12,S03,Bengaluru East,South,P03,Toothpaste 150g,Personal Care,46,0,0,100.13,4605.98
2024-02-12,S03,Bengaluru East,South,P04,Cooking Oil 1L,Staples,55,0,0,188.77,10382.35
2024-02-12,S03,Bengaluru East,South,P05,Notebook A4 (Pack of 5),Stationery,32,1,0,150.91,4829.12
2024-02-12,S03,Bengaluru East,South,P06,LED Bulb 9W,Home,49,1,0,112.59,5516.91
2024-02-12,S03,Bengaluru East,South,P07,Biscuits Family Pack,Snacks,39,0,0,59.13,2306.07
2024-02-12,S03,Bengaluru East,South,P08,Detergent Powder 1kg,Home,24,0,0,225.68,5416.32
2024-02-13,S01,Chennai Central,South,P01,Instant Coffee 200g,Beverages,46,0,0,227.04,10443.84
2024-02-13,S01,Chennai Central,South,P02,Basmati Rice 5kg,Staples,58,0,0,670.74,38902.92
2024-02-13,S01,Chennai Central,South,P03,Toothpaste 150g,Personal Care,12,0,1,90.26,1083.12
2024-02-13,S01,Chennai Central,South,P04,Cooking Oil 1L,Staples,58,0,0,187.76,10890.08
2024-02-13,S01,Chennai Central,South,P05,Notebook A4 (Pack of 5),Stationery,28,0,0,149.66,4190.48
2024-02-13,S01,Chennai Central,South,P06,LED Bulb 9W,Home,28,0,0,109.11,3055.08
2024-02-13,S01,Chennai Central,South,P07,Biscuits Family Pack,Snacks,57,0,0,64.58,3681.06
2024-02-13,S01,Chennai Central,South,P08,Detergent Powder 1kg,Home,31,0,0,205.55,6372.05
2024-02-13,S02,Coimbatore Hub,South,P01,Instant Coffee 200g,Beverages,52,0,0,237.76,12363.52
2024-02-13,S02,Coimbatore Hub,South,P02,Basmati Rice 5kg,Staples,64,0,0,590.89,37816.96
2024-02-13,S02,Coimbatore Hub,South,P03,Toothpaste 150g,Personal Care,43,0,0,102.22,4395.46
2024-02-13,S02,Coimbatore Hub,South,P04,Cooking Oil 1L,Staples,50,0,0,187.86,9393.0
2024-02-13,S02,Coimbatore Hub,South,P05,Notebook A4 (Pack of 5),Stationery,26,0,0,136.5,3549.0
2024-02-13,S02,Coimbatore Hub,South,P06,LED Bulb 9W,Home,66,1,0,116.77,7706.82
2024-02-13,S02,Coimbatore Hub,South,P07,Biscuits Family Pack,Snacks,60,0,0,55.87,3352.2
2024-02-13,S02,Coimbatore Hub,South,P08,Detergent Powder 1kg,Home,35,0,0,204.65,7162.75
2024-02-13,S03,Bengaluru East,South,P01,Instant Coffee 200g,Beverages,42,0,0,235.12,9875.04
2024-02-13,S03,Bengaluru East,South,P02,Basmati Rice 5kg,Staples,60,0,0,693.61,41616.6
2024-02-13,S03,Bengaluru East,South,P03,Toothpaste 150g,Personal Care,38,0,0,89.89,3415.82
2024-02-13,S03,Bengaluru East,South,P04,Cooking Oil 1L,Staples,55,0,0,192.25,10573.75
2024-02-13,S03,Bengaluru East,South,P05,Notebook A4 (Pack of 5),Stationery,20,0,0,139.41,2788.2
2024-02-13,S03,Bengaluru East,South,P06,LED Bulb 9W,Home,24,0,0,123.57,2965.68
2024-02-13,S03,Bengaluru East,South,P07,Biscuits Family Pack,Snacks,54,0,0,61.38,3314.52
2024-02-13,S03,Bengaluru East,South,P08,Detergent Powder 1kg,Home,27,0,0,194.19,5243.13
2024-02-14,S01,Chennai Central,South,P01,Instant Coffee 200g,Beverages,60,0,0,202.1,12126.0
2024-02-14,S01,Chennai Central,South,P02,Basmati Rice 5kg,Staples,77,0,0,675.01,51975.77
2024-02-14,S01,Chennai Central,South,P03,Toothpaste 150g,Personal Care,38,0,0,89.08,3385.04
2024-02-14,S01,Chennai Central,South,P04,Cooking Oil 1L,Staples,58,0,0,168.21,9756.18
2024-02-14,S01,Chennai Central,South,P05,Notebook A4 (Pack of 5),Stationery,22,0,0,163.61,3599.42
2024-02-14,S01,Chennai Central,South,P06,LED Bulb 9W,Home,22,0,0,113.52,2497.44
2024-02-14,S01,Chennai Central,South,P07,Biscuits Family Pack,Snacks,125,1,0,65.9,8237.5
2024-02-14,S01,Chennai Central,South,P08,Detergent Powder 1kg,Home,37,0,0,217.06,8031.22
2024-02-14,S02,Coimbatore Hub,South,P01,Instant Coffee 200g,Beverages,70,1,0,226.25,15837.5
2024-02-14,S02,Coimbatore Hub,South,P02,Basmati Rice 5kg,Staples,64,0,0,631.8,40435.2
2024-02-14,S02,Coimbatore Hub,South,P03,Toothpaste 150g,Personal Care,45,0,0,87.43,3934.35
2024-02-14,S02,Coimbatore Hub,South,P04,Cooking Oil 1L,Staples,51,0,0,184.13,9390.63
2024-02-14,S02,Coimbatore Hub,South,P05,Notebook A4 (Pack of 5),Stationery,25,0,0,156.44,3911.0
2024-02-14,S02,Coimbatore Hub,South,P06,LED Bulb 9W,Home,30,0,0,121.22,3636.6
2024-02-14,S02,Coimbatore Hub,South,P07,Biscuits Family Pack,Snacks,58,0,0,57.35,3326.3
2024-02-14,S02,Coimbatore Hub,South,P08,Detergent Powder 1kg,Home,36,0,0,223.32,8039.52
2024-02-14,S03,Bengaluru East,South,P01,Instant Coffee 200g,Beverages,52,0,0,207.89,10810.28
2024-02-14,S03,Bengaluru East,South,P02,Basmati Rice 5kg,Staples,65,0,0,689.59,44823.35
2024-02-14,S03,Bengaluru East,South,P03,Toothpaste 150g,Personal Care,42,0,0,86.95,3651.9
2024-02-14,S03,Bengaluru East,South,P04,Cooking Oil 1L,Staples,52,0,0,185.86,9664.72
2024-02-14,S03,Bengaluru East,South,P05,Notebook A4 (Pack of 5),Stationery,18,0,0,144.11,2593.98
2024-02-14,S03,Bengaluru East,South,P06,LED Bulb 9W,Home,30,0,0,109.37,3281.1
2024-02-14,S03,Bengaluru East,South,P07,Biscuits Family Pack,Snacks,28,0,1,65.79,1842.12
2024-02-14,S03,Bengaluru East,South,P08,Detergent Powder 1kg,Home,28,0,0,225.27,6307.56
2024-02-15,S01,Chennai Central,South,P01,Instant Coffee 200g,Beverages,67,0,0,225.86,15132.62
2024-02-15,S01,Chennai Central,South,P02,Basmati Rice 5kg,Staples,66,0,0,620.04,40922.64
2024-02-15,S01,Chennai Central,South,P03,Toothpaste 150g,Personal Care,43,0,0,90.6,3895.8
2024-02-15,S01,Chennai Central,South,P04,Cooking Oil 1L,Staples,93,1,0,192.95,17944.35
2024-02-15,S01,Chennai Central,South,P05,Notebook A4 (Pack of 5),Stationery,21,0,0,150.53,3161.13
2024-02-15,S01,Chennai Central,South,P06,LED Bulb 9W,Home,25,0,0,127.92,3198.0
2024-02-15,S01,Chennai Central,South,P07,Biscuits Family Pack,Snacks,103,1,0,59.4,6118.2
2024-02-15,S01,Chennai Central,South,P08,Detergent Powder 1kg,Home,35,0,0,226.99,7944.65
2024-02-15,S02,Coimbatore Hub,South,P01,Instant Coffee 200g,Beverages,47,0,0,239.35,11249.45
2024-02-15,S02,Coimbatore Hub,South,P02,Basmati Rice 5kg,Staples,71,0,0,658.34,46742.14
2024-02-15,S02,Coimbatore Hub,South,P03,Toothpaste 150g,Personal Care,39,0,0,88.41,3447.99
2024-02-15,S02,Coimbatore Hub,South,P04,Cooking Oil 1L,Staples,50,0,0,181.49,9074.5
2024-02-15,S02,Coimbatore Hub,South,P05,Notebook A4 (Pack of 5),Stationery,22,0,0,160.74,3536.28
2024-02-15,S02,Coimbatore Hub,South,P06,LED Bulb 9W,Home,27,0,0,116.01,3132.27
2024-02-15,S02,Coimbatore Hub,South,P07,Biscuits Family Pack,Snacks,64,0,0,64.57,4132.48
2024-02-15,S02,Coimbatore Hub,South,P08,Detergent Powder 1kg,Home,30,0,0,222.47,6674.1
2024-02-15,S03,Bengaluru East,South,P01,Instant Coffee 200g,Beverages,45,0,0,198.33,8924.85
2024-02-15,S03,Bengaluru East,South,P02,Basmati Rice 5kg,Staples,76,0,0,617.46,46926.96
2024-02-15,S03,Bengaluru East,South,P03,Toothpaste 150g,Personal Care,35,0,0,95.44,3340.4
2024-02-15,S03,Bengaluru East,South,P04,Cooking Oil 1L,Staples,39,0,0,177.25,6912.75
2024-02-15,S03,Bengaluru East,South,P05,Notebook A4 (Pack of 5),Stationery,24,0,0,138.61,3326.64
2024-02-15,S03,Bengaluru East,South,P06,LED Bulb 9W,Home,26,0,0,110.85,2882.1
2024-02-15,S03,Bengaluru East,South,P07,Biscuits Family Pack,Snacks,58,0,0,59.65,3459.7
2024-02-15,S03,Bengaluru East,South,P08,Detergent Powder 1kg,Home,29,0,0,198.82,5765.78
2024-02-16,S01,Chennai Central,South,P01,Instant Coffee 200g,Beverages,59,0,0,237.03,13984.77
2024-02-16,S01,Chennai Central,South,P02,Basmati Rice 5kg,Staples,69,0,0,613.43,42326.67
2024-02-16,S01,Chennai Central,South,P03,Toothpaste 150g,Personal Care,39,0,0,88.24,3441.36
2024-02-16,S01,Chennai Central,South,P04,Cooking Oil 1L,Staples,41,0,0,179.31,7351.71
2024-02-16,S01,Chennai Central,South,P05,Notebook A4 (Pack of 5),Stationery,23,0,0,149.81,3445.63
2024-02-16,S01,Chennai Central,South,P06,LED Bulb 9W,Home,25,0,0,117.05,2926.25
2024-02-16,S01,Chennai Central,South,P07,Biscuits Family Pack,Snacks,59,0,0,59.0,3481.0
2024-02-16,S01,Chennai Central,South,P08,Detergent Powder 1kg,Home,36,0,0,225.53,8119.08
2024-02-16,S02,Coimbatore Hub,South,P01,Instant Coffee 200g,Beverages,49,0,0,232.54,11394.46
2024-02-16,S02,Coimbatore Hub,South,P02,Basmati Rice 5kg,Staples,69,0,0,711.01,49059.69
2024-02-16,S02,Coimbatore Hub,South,P03,Toothpaste 150g,Personal Care,41,0,0,99.52,4080.32
2024-02-16,S02,Coimbatore Hub,South,P04,Cooking Oil 1L,Staples,54,0,0,172.03,9289.62
2024-02-16,S02,Coimbatore Hub,South,P05,Notebook A4 (Pack of 5),Stationery,22,0,0,148.66,3270.52
2024-02-16,S02,Coimbatore Hub,South,P06,LED Bulb 9W,Home,31,0,0,123.05,3814.55
2024-02-16,S02,Coimbatore Hub,South,P07,Biscuits Family Pack,Snacks,73,0,0,58.58,4276.34
2024-02-16,S02,Coimbatore Hub,South,P08,Detergent Powder 1kg,Home,36,0,0,202.63,7294.68
2024-02-16,S03,Bengaluru East,South,P01,Instant Coffee 200g,Beverages,36,0,0,204.8,7372.8
2024-02-16,S03,Bengaluru East,South,P02,Basmati Rice 5kg,Staples,63,0,0,636.63,40107.69
2024-02-16,S03,Bengaluru East,South,P03,Toothpaste 150g,Personal Care,33,0,0,94.65,3123.45
2024-02-16,S03,Bengaluru East,South,P04,Cooking Oil 1L,Staples,47,0,0,193.49,9094.03
2024-02-16,S03,Bengaluru East,South,P05,Notebook A4 (Pack of 5),Stationery,23,0,0,159.25,3662.75
2024-02-16,S03,Bengaluru East,South,P06,LED Bulb 9W,Home,27,0,0,109.76,2963.52
2024-02-16,S03,Bengaluru East,South,P07,Biscuits Family Pack,Snacks,58,0,0,65.54,3801.32
2024-02-16,S03,Bengaluru East,South,P08,Detergent Powder 1kg,Home,26,0,0,210.46,5471.96
2024-02-17,S01,Chennai Central,South,P01,Instant Coffee 200g,Beverages,57,0,0,201.7,11496.9
2024-02-17,S01,Chennai Central,South,P02,Basmati Rice 5kg,Staples,89,0,0,686.14,61066.46
2024-02-17,S01,Chennai Central,South,P03,Toothpaste 150g,Personal Care,43,0,0,95.41,4102.63
2024-02-17,S01,Chennai Central,South,P04,Cooking Oil 1L,Staples,61,0,0,187.86,11459.46
2024-02-17,S01,Chennai Central,South,P05,Notebook A4 (Pack of 5),Stationery,29,0,0,135.33,3924.57
2024-02-17,S01,Chennai Central,South,P06,LED Bulb 9W,Home,40,0,0,129.8,5192.0
2024-02-17,S01,Chennai Central,South,P07,Biscuits Family Pack,Snacks,80,0,0,61.63,4930.4
2024-02-17,S01,Chennai Central,South,P08,Detergent Powder 1kg,Home,52,0,0,229.98,11958.96
2024-02-17,S02,Coimbatore Hub,South,P01,Instant Coffee 200g,Beverages,70,0,0,227.52,15926.4
2024-02-17,S02,Coimbatore Hub,South,P02,Basmati Rice 5kg,Staples,87,0,0,621.39,54060.93
2024-02-17,S02,Coimbatore Hub,South,P03,Toothpaste 150g,Personal Care,45,0,0,98.1,4414.5
2024-02-17,S02,Coimbatore Hub,South,P04,Cooking Oil 1L,Staples,72,0,0,165.39,11908.08
2024-02-17,S02,Coimbatore Hub,South,P05,Notebook A4 (Pack of 5),Stationery,32,0,0,159.25,5096.0
2024-02-17,S02,Coimbatore Hub,South,P06,LED Bulb 9W,Home,44,1,0,123.85,5449.4
2024-02-17,S02,Coimbatore Hub,South,P07,Biscuits Family Pack,Snacks,71,0,0,54.57,3874.47
2024-02-17,S02,Coimbatore Hub,South,P08,Detergent Powder 1kg,Home,40,0,0,226.58,9063.2
2024-02-17,S03,Bengaluru East,South,P01,Instant Coffee 200g,Beverages,57,0,0,236.45,13477.65
2024-02-17,S03,Bengaluru East,South,P02,Basmati Rice 5kg,Staples,76,0,0,697.17,52984.92
2024-02-17,S03,Bengaluru East,South,P03,Toothpaste 150g,Personal Care,52,0,0,94.35,4906.2
2024-02-17,S03,Bengaluru East,South,P04,Cooking Oil 1L,Staples,56,0,0,183.67,10285.52
2024-02-17,S03,Bengaluru East,South,P05,Notebook A4 (Pack of 5),Stationery,27,0,0,155.51,4198.77
2024-02-17,S03,Bengaluru East,South,P06,LED Bulb 9W,Home,36,0,0,115.25,4149.0
2024-02-17,S03,Bengaluru East,South,P07,Biscuits Family Pack,Snacks,93,0,0,58.94,5481.42
2024-02-17,S03,Bengaluru East,South,P08,Detergent Powder 1kg,Home,30,0,0,200.08,6002.4
2024-02-18,S01,Chennai Central,South,P01,Instant Coffee 200g,Beverages,22,0,1,227.19,4998.18
2024-02-18,S01,Chennai Central,South,P02,Basmati Rice 5kg,Staples,68,0,0,596.49,40561.32
2024-02-18,S01,Chennai Central,South,P03,Toothpaste 150g,Personal Care,42,0,0,99.84,4193.28
2024-02-18,S01,Chennai Central,South,P04,Cooking Oil 1L,Staples,60,0,0,187.71,11262.6
2024-02-18,S01,Chennai Central,South,P05,Notebook A4 (Pack of 5),Stationery,33,0,0,158.59,5233.47
2024-02-18,S01,Chennai Central,South,P06,LED Bulb 9W,Home,36,0,0,130.33,4691.88
2024-02-18,S01,Chennai Central,South,P07,Biscuits Family Pack,Snacks,85,0,0,64.49,5481.65
2024-02-18,S01,Chennai Central,South,P08,Detergent Powder 1kg,Home,40,0,0,206.71,8268.4
2024-02-18,S02,Coimbatore Hub,South,P01,Instant Coffee 200g,Beverages,61,0,0,205.33,12525.13
2024-02-18,S02,Coimbatore Hub,South,P02,Basmati Rice 5kg,Staples,87,0,0,643.58,55991.46
2024-02-18,S02,Coimbatore Hub,South,P03,Toothpaste 150g,Personal Care,50,0,0,98.46,4923.0
2024-02-18,S02,Coimbatore Hub,South,P04,Cooking Oil 1L,Staples,80,0,0,183.26,14660.8
2024-02-18,S02,Coimbatore Hub,South,P05,Notebook A4 (Pack of 5),Stationery,29,0,0,138.88,4027.52
2024-02-18,S02,Coimbatore Hub,South,P06,LED Bulb 9W,Home,43,0,0,124.43,5350.49
2024-02-18,S02,Coimbatore Hub,South,P07,Biscuits Family Pack,Snacks,63,0,0,62.67,3948.21
2024-02-18,S02,Coimbatore Hub,South,P08,Detergent Powder 1kg,Home,43,0,0,191.41,8230.63
2024-02-18,S03,Bengaluru East,South,P01,Instant Coffee 200g,Beverages,58,0,0,220.19,12771.02
2024-02-18,S03,Bengaluru East,South,P02,Basmati Rice 5kg,Staples,32,0,1,639.29,20457.28
2024-02-18,S03,Bengaluru East,South,P03,Toothpaste 150g,Personal Care,44,0,0,87.62,3855.28
2024-02-18,S03,Bengaluru East,South,P04,Cooking Oil 1L,Staples,66,0,0,170.17,11231.22
2024-02-18,S03,Bengaluru East,South,P05,Notebook A4 (Pack of 5),Stationery,24,0,0,154.16,3699.84
2024-02-18,S03,Bengaluru East,South,P06,LED Bulb 9W,Home,40,0,0,126.69,5067.6
2024-02-18,S03,Bengaluru East,South,P07,Biscuits Family Pack,Snacks,85,0,0,54.69,4648.65
2024-02-18,S03,Bengaluru East,South,P08,Detergent Powder 1kg,Home,35,0,0,214.03,7491.05
2024-02-19,S01,Chennai Central,South,P01,Instant Coffee 200g,Beverages,82,1,0,228.44,18732.08
2024-02-19,S01,Chennai Central,South,P02,Basmati Rice 5kg,Staples,56,0,0,618.74,34649.44
2024-02-19,S01,Chennai Central,South,P03,Toothpaste 150g,Personal Care,44,0,0,91.65,4032.6
2024-02-19,S01,Chennai Central,South,P04,Cooking Oil 1L,Staples,50,0,0,166.52,8326.0
2024-02-19,S01,Chennai Central,South,P05,Notebook A4 (Pack of 5),Stationery,28,0,0,164.03,4592.84
2024-02-19,S01,Chennai Central,South,P06,LED Bulb 9W,Home,20,0,0,130.67,2613.4
2024-02-19,S01,Chennai Central,South,P07,Biscuits Family Pack,Snacks,72,0,0,65.96,4749.12
2024-02-19,S01,Chennai Central,South,P08,Detergent Powder 1kg,Home,36,0,0,215.06,7742.16
2024-02-19,S02,Coimbatore Hub,South,P01,Instant Coffee 200g,Beverages,50,0,0,233.88,11694.0
2024-02-19,S02,Coimbatore Hub,South,P02,Basmati Rice 5kg,Staples,65,0,0,631.93,41075.45
2024-02-19,S02,Coimbatore Hub,South,P03,Toothpaste 150g,Personal Care,45,0,0,92.02,4140.9
2024-02-19,S02,Coimbatore Hub,South,P04,Cooking Oil 1L,Staples,57,0,0,173.16,9870.12
2024-02-19,S02,Coimbatore Hub,South,P05,Notebook A4 (Pack of 5),Stationery,25,0,0,138.53,3463.25
2024-02-19,S02,Coimbatore Hub,South,P06,LED Bulb 9W,Home,25,0,0,120.53,3013.25
2024-02-19,S02,Coimbatore Hub,South,P07,Biscuits Family Pack,Snacks,58,0,0,63.38,3676.04
2024-02-19,S02,Coimbatore Hub,South,P08,Detergent Powder 1kg,Home,30,0,0,202.57,6077.1
2024-02-19,S03,Bengaluru East,South,P01,Instant Coffee 200g,Beverages,43,0,0,226.0,9718.0
2024-02-19,S03,Bengaluru East,South,P02,Basmati Rice 5kg,Staples,69,0,0,630.13,43478.97
2024-02-19,S03,Bengaluru East,South,P03,Toothpaste 150g,Personal Care,37,0,0,97.02,3589.74
2024-02-19,S03,Bengaluru East,South,P04,Cooking Oil 1L,Staples,47,0,0,190.05,8932.35
2024-02-19,S03,Bengaluru East,South,P05,Notebook A4 (Pack of 5),Stationery,20,0,0,148.81,2976.2
2024-02-19,S03,Bengaluru East,South,P06,LED Bulb 9W,Home,24,0,0,131.22,3149.28
2024-02-19,S03,Bengaluru East,South,P07,Biscuits Family Pack,Snacks,52,0,0,54.13,2814.76
2024-02-19,S03,Bengaluru East,South,P08,Detergent Powder 1kg,Home,31,0,0,229.15,7103.65
2024-02-20,S01,Chennai Central,South,P01,Instant Coffee 200g,Beverages,55,0,0,212.32,11677.6
2024-02-20,S01,Chennai Central,South,P02,Basmati Rice 5kg,Staples,86,1,0,657.45,56540.7
2024-02-20,S01,Chennai Central,South,P03,Toothpaste 150g,Personal Care,33,0,0,98.74,3258.42
2024-02-20,S01,Chennai Central,South,P04,Cooking Oil 1L,Staples,57,0,0,178.91,10197.87
2024-02-20,S01,Chennai Central,South,P05,Notebook A4 (Pack of 5),Stationery,16,0,0,136.68,2186.88
2024-02-20,S01,Chennai Central,South,P06,LED Bulb 9W,Home,25,0,0,112.62,2815.5
2024-02-20,S01,Chennai Central,South,P07,Biscuits Family Pack,Snacks,62,0,0,57.95,3592.9
2024-02-20,S01,Chennai Central,South,P08,Detergent Powder 1kg,Home,33,0,0,196.68,6490.44
2024-02-20,S02,Coimbatore Hub,South,P01,Instant Coffee 200g,Beverages,48,0,0,219.67,10544.16
2024-02-20,S02,Coimbatore Hub,South,P02,Basmati Rice 5kg,Staples,68,0,0,705.12,47948.16
2024-02-20,S02,Coimbatore Hub,South,P03,Toothpaste 150g,Personal Care,45,0,0,87.75,3948.75
2024-02-20,S02,Coimbatore Hub,South,P04,Cooking Oil 1L,Staples,45,1,1,164.03,7381.35
2024-02-20,S02,Coimbatore Hub,South,P05,Notebook A4 (Pack of 5),Stationery,12,0,1,146.81,1761.72
2024-02-20,S02,Coimbatore Hub,South,P06,LED Bulb 9W,Home,28,0,0,122.29,3424.12
2024-02-20,S02,Coimbatore Hub,South,P07,Biscuits Family Pack,Snacks,62,0,0,63.62,3944.44
2024-02-20,S02,Coimbatore Hub,South,P08,Detergent Powder 1kg,Home,31,0,0,219.13,6793.03
2024-02-20,S03,Bengaluru East,South,P01,Instant Coffee 200g,Beverages,39,0,0,227.29,8864.31
2024-02-20,S03,Bengaluru East,South,P02,Basmati Rice 5kg,Staples,57,0,0,593.16,33810.12
2024-02-20,S03,Bengaluru East,South,P03,Toothpaste 150g,Personal Care,35,0,0,87.05,3046.75
2024-02-20,S03,Bengaluru East,South,P04,Cooking Oil 1L,Staples,46,0,0,181.15,8332.9
2024-02-20,S03,Bengaluru East,South,P05,Notebook A4 (Pack of 5),Stationery,20,0,0,146.57,2931.4
2024-02-20,S03,Bengaluru East,South,P06,LED Bulb 9W,Home,24,0,0,126.4,3033.6
2024-02-20,S03,Bengaluru East,South,P07,Biscuits Family Pack,Snacks,52,0,0,54.65,2841.8
2024-02-20,S03,Bengaluru East,South,P08,Detergent Powder 1kg,Home,31,0,0,219.07,6791.17
2024-02-21,S01,Chennai Central,South,P01,Instant Coffee 200g,Beverages,45,0,0,235.37,10591.65
2024-02-21,S01,Chennai Central,South,P02,Basmati Rice 5kg,Staples,115,1,0,627.29,72138.35
2024-02-21,S01,Chennai Central,South,P03,Toothpaste 150g,Personal Care,39,0,0,93.48,3645.72
2024-02-21,S01,Chennai Central,South,P04,Cooking Oil 1L,Staples,57,0,0,162.66,9271.62
2024-02-21,S01,Chennai Central,South,P05,Notebook A4 (Pack of 5),Stationery,22,0,0,141.4,3110.8
2024-02-21,S01,Chennai Central,South,P06,LED Bulb 9W,Home,28,0,0,126.85,3551.8
2024-02-21,S01,Chennai Central,South,P07,Biscuits Family Pack,Snacks,53,0,0,62.65,3320.45
2024-02-21,S01,Chennai Central,South,P08,Detergent Powder 1kg,Home,25,0,0,224.07,5601.75
2024-02-21,S02,Coimbatore Hub,South,P01,Instant Coffee 200g,Beverages,41,0,0,228.2,9356.2
2024-02-21,S02,Coimbatore Hub,South,P02,Basmati Rice 5kg,Staples,72,0,0,606.55,43671.6
2024-02-21,S02,Coimbatore Hub,South,P03,Toothpaste 150g,Personal Care,40,0,0,85.65,3426.0
2024-02-21,S02,Coimbatore Hub,South,P04,Cooking Oil 1L,Staples,45,0,0,188.86,8498.7
2024-02-21,S02,Coimbatore Hub,South,P05,Notebook A4 (Pack of 5),Stationery,16,0,0,155.55,2488.8
2024-02-21,S02,Coimbatore Hub,South,P06,LED Bulb 9W,Home,24,0,0,128.48,3083.52
2024-02-21,S02,Coimbatore Hub,South,P07,Biscuits Family Pack,Snacks,61,0,0,61.94,3778.34
2024-02-21,S02,Coimbatore Hub,South,P08,Detergent Powder 1kg,Home,31,0,0,218.29,6766.99
2024-02-21,S03,Bengaluru East,South,P01,Instant Coffee 200g,Beverages,48,0,0,198.99,9551.52
2024-02-21,S03,Bengaluru East,South,P02,Basmati Rice 5kg,Staples,68,0,0,669.97,45557.96
2024-02-21,S03,Bengaluru East,South,P03,Toothpaste 150g,Personal Care,41,0,0,92.95,3810.95
2024-02-21,S03,Bengaluru East,South,P04,Cooking Oil 1L,Staples,45,0,0,171.55,7719.75
2024-02-21,S03,Bengaluru East,South,P05,Notebook A4 (Pack of 5),Stationery,21,0,0,135.41,2843.61
2024-02-21,S03,Bengaluru East,South,P06,LED Bulb 9W,Home,27,0,0,129.93,3508.11
2024-02-21,S03,Bengaluru East,South,P07,Biscuits Family Pack,Snacks,48,0,0,61.28,2941.44
2024-02-21,S03,Bengaluru East,South,P08,Detergent Powder 1kg,Home,28,0,0,206.12,5771.36
2024-02-22,S01,Chennai Central,South,P01,Instant Coffee 200g,Beverages,45,0,0,209.67,9435.15
2024-02-22,S01,Chennai Central,South,P02,Basmati Rice 5kg,Staples,61,0,0,692.3,42230.3
2024-02-22,S01,Chennai Central,South,P03,Toothpaste 150g,Personal Care,40,0,0,92.54,3701.6
2024-02-22,S01,Chennai Central,South,P04,Cooking Oil 1L,Staples,62,0,0,162.34,10065.08
2024-02-22,S01,Chennai Central,South,P05,Notebook A4 (Pack of 5),Stationery,22,0,0,148.22,3260.84
2024-02-22,S01,Chennai Central,South,P06,LED Bulb 9W,Home,30,0,0,129.3,3879.0
2024-02-22,S01,Chennai Central,South,P07,Biscuits Family Pack,Snacks,68,0,0,57.76,3927.68
2024-02-22,S01,Chennai Central,South,P08,Detergent Powder 1kg,Home,30,0,0,203.6,6108.0
2024-02-22,S02,Coimbatore Hub,South,P01,Instant Coffee 200g,Beverages,52,0,0,200.13,10406.76
2024-02-22,S02,Coimbatore Hub,South,P02,Basmati Rice 5kg,Staples,60,0,0,590.83,35449.8
2024-02-22,S02,Coimbatore Hub,South,P03,Toothpaste 150g,Personal Care,44,0,0,103.61,4558.84
2024-02-22,S02,Coimbatore Hub,South,P04,Cooking Oil 1L,Staples,50,0,0,188.5,9425.0
2024-02-22,S02,Coimbatore Hub,South,P05,Notebook A4 (Pack of 5),Stationery,24,0,0,145.69,3496.56
2024-02-22,S02,Coimbatore Hub,South,P06,LED Bulb 9W,Home,30,0,0,109.49,3284.7
2024-02-22,S02,Coimbatore Hub,South,P07,Biscuits Family Pack,Snacks,60,0,0,56.59,3395.4
2024-02-22,S02,Coimbatore Hub,South,P08,Detergent Powder 1kg,Home,29,0,0,200.57,5816.53
2024-02-22,S03,Bengaluru East,South,P01,Instant Coffee 200g,Beverages,44,0,0,205.82,9056.08
2024-02-22,S03,Bengaluru East,South,P02,Basmati Rice 5kg,Staples,74,0,0,642.32,47531.68
2024-02-22,S03,Bengaluru East,South,P03,Toothpaste 150g,Personal Care,38,0,0,87.31,3317.78
2024-02-22,S03,Bengaluru East,South,P04,Cooking Oil 1L,Staples,60,0,0,190.39,11423.4
2024-02-22,S03,Bengaluru East,South,P05,Notebook A4 (Pack of 5),Stationery,19,0,0,157.14,2985.66
2024-02-22,S03,Bengaluru East,South,P06,LED Bulb 9W,Home,27,0,0,124.43,3359.61
2024-02-22,S03,Bengaluru East,South,P07,Biscuits Family Pack,Snacks,101,1,0,62.94,6356.94
2024-02-22,S03,Bengaluru East,South,P08,Detergent Powder 1kg,Home,34,0,0,196.29,6673.86
2024-02-23,S01,Chennai Central,South,P01,Instant Coffee 200g,Beverages,51,0,0,215.3,10980.3
2024-02-23,S01,Chennai Central,South,P02,Basmati Rice 5kg,Staples,67,0,0,597.34,40021.78
2024-02-23,S01,Chennai Central,South,P03,Toothpaste 150g,Personal Care,38,0,0,103.4,3929.2
2024-02-23,S01,Chennai Central,South,P04,Cooking Oil 1L,Staples,80,1,0,190.53,15242.4
2024-02-23,S01,Chennai Central,South,P05,Notebook A4 (Pack of 5),Stationery,24,0,0,159.02,3816.48
2024-02-23,S01,Chennai Central,South,P06,LED Bulb 9W,Home,35,0,0,122.03,4271.05
2024-02-23,S01,Chennai Central,South,P07,Biscuits Family Pack,Snacks,55,0,0,61.15,3363.25
2024-02-23,S01,Chennai Central,South,P08,Detergent Powder 1kg,Home,36,0,0,193.51,6966.36
2024-02-23,S02,Coimbatore Hub,South,P01,Instant Coffee 200g,Beverages,51,0,0,217.65,11100.15
2024-02-23,S02,Coimbatore Hub,South,P02,Basmati Rice 5kg,Staples,66,0,0,621.65,41028.9
2024-02-23,S02,Coimbatore Hub,South,P03,Toothpaste 150g,Personal Care,29,0,0,90.22,2616.38
